0.23038220405578613,(17, -61100.2982834188, 39.24232388145063, 24.61441167852401)
0.2353363037109375,(7, -45056.84328264375, 29.257690443275308, 21.325091661097243)
0.2529292106628418,(23, -36511.78575320419, 23.678200877564358, 15.289957175145368)
0.27526044845581055,(5, -43226.45593496622, 29.1676490789246, 24.442081586086832)
0.23137807846069336,(25, -34634.44453900648, 22.78581877566219, 18.51951652671178)
0.23237895965576172,(8, -27142.814366535884, 18.489655563035335, 17.419819214814662)
0.23633122444152832,(5, -41421.77940537114, 28.60620124680333, 27.023155911220304)
0.22842097282409668,(8, -25550.062330841483, 17.416538739496584, 17.966453641379402)
0.22240495681762695,(0, -48598.26280295965, 31.93052746580789, 31.583662828670423)
0.20245790481567383,(5, -26787.764642035512, 18.48707014633229, 15.542889000081805)
