uncompleted_cases,Resource 1,Resource 2,Resource 3,Resource 4,total_reward,mean_cycle_time,std_cycle_time
117,0.9911382552441219,0.9910440703586142,0.9912083697149903,0.9928076675205059,0,110.62956989905193,73.13387179456338
44,0.981622539107391,0.9870979940958661,0.9847775276220978,0.9879484715358845,0,59.251754833601055,31.842806224386376
272,0.9970142743441802,0.9969103025069084,0.9952356285382324,0.9967246020573857,0,305.6848408503805,154.90378994959798
75,0.9994203429196088,0.9998216452434839,0.9991842180648609,0.9997853609188951,0,179.67465059413172,65.59295085946638
33,0.9877054555931911,0.9844807074455226,0.9875335952917309,0.9851445223143696,0,55.37298420759176,21.106707767533955
27,0.9899838365716583,0.9879843842367821,0.9900958158796739,0.9874800526764771,0,62.72285126330066,36.114010428775316
157,0.9979218028498521,0.9983957159993438,0.9976215000045681,0.9971511693881498,0,224.3053717468276,114.82051729441977
99,0.9940868023305124,0.9960589911513725,0.9961357089462068,0.9960930831798721,0,118.14362118358751,49.16880082934337
38,0.9815154018666818,0.9823476669376124,0.9841930306330554,0.9834680562868855,0,100.18914088301455,66.425304943015
115,0.9962215805478971,0.9950064970263204,0.9965085584017004,0.9956167180867617,0,159.57778765113486,71.6912087137242
122,0.9827714508395904,0.9805168134431158,0.9832371592334246,0.9817732588412671,0,141.63390235798707,85.2332452557662
173,0.9959182171753844,0.998427266457555,0.9965937567319743,0.9978629049293816,0,207.52597612155546,89.75881825607688
40,0.9924515382586091,0.9913457664611608,0.9897861839222062,0.9923642318816305,0,111.81108759034262,44.822397448326015
135,0.9986096603602713,0.9982266028796043,0.9974495469361911,0.9977833057598052,0,193.98356224560777,115.9308445740182
38,0.9949470924322396,0.9958601694349704,0.9949438669603112,0.995435940945129,0,81.10178614311727,33.17894344777243
72,0.995591257087353,0.9963500104914105,0.9977618268459219,0.9966815192245467,0,118.74824830819429,52.21811375856342
141,0.9922810528921966,0.9939009817443539,0.9943785947600258,0.994409800454385,0,231.64403810311333,87.70156366617455
96,0.9914317410328211,0.991945312896563,0.9910823017038394,0.9903357704860786,0,87.72784736043566,43.3963137358231
103,0.9823546731432582,0.9883467680586245,0.9860565050396711,0.9889494632163925,0,62.16358897613346,42.23207115110499
102,0.9893110414897482,0.9899373861266327,0.9886111999693041,0.9895433149738551,0,141.50575980626516,90.28794947324296
102,0.9909150865843074,0.9877323982282818,0.9879682433133432,0.9900504604512355,0,91.79386702448733,56.84469697263434
36,0.9938800526264787,0.9927216613612956,0.9925345146872795,0.9927286878988519,0,89.27521946842178,51.170728581964866
62,0.990857130794922,0.9887371207697144,0.9893300910056773,0.9927545004068795,0,154.39888095753082,53.75978505469176
33,0.9875329120368415,0.9857547697055479,0.9854998363328834,0.9852139492576567,0,79.6102857406827,40.11284726400878
147,0.9863456784052591,0.986756544487521,0.9851351951315379,0.9844738591656138,0,197.69945467926053,98.1152544542359
138,0.9893249529516024,0.9920968120584864,0.9936880066172472,0.9895594259058016,0,191.51869219746027,91.19213747262484
98,0.9760083999179687,0.9731531728099426,0.9720147623579356,0.9777902651566296,0,111.70245190117069,82.55840987638376
154,0.9988949588429527,0.9996419704388805,0.9994599438977769,0.9990934581239391,0,178.22588094501916,114.77462793383451
102,0.9970264193924655,0.9987307565939062,0.9984950425599738,0.9986818348809436,0,141.4116169508385,53.841194992432015
111,0.9952721792841832,0.995572382044123,0.9967366965731479,0.9959951190654945,0,179.70787633433062,83.70240927747933
127,0.9921886499473629,0.992573428089188,0.9946555098155115,0.9915199053305936,0,169.07189533497055,65.46281192775906
117,0.9805638041847112,0.9811277450964857,0.9811342569757872,0.9811971539806839,0,71.5276389940211,55.40617699051116
108,0.9831503496248266,0.9790648218060782,0.9824477275687841,0.9834139274479771,0,98.29929495352368,56.912604590951744
80,0.9886292268010042,0.9898920984437507,0.9914062107740387,0.9860018373155209,0,103.07921335719246,60.323808291728106
137,0.9952676635924986,0.9937085966745042,0.9944719732487102,0.9949415161729342,0,137.8333690647164,69.25542439472002
177,0.9927878593093561,0.9916854361111295,0.994233531144868,0.9939002864495134,0,200.08496447700838,129.85529029133642
112,0.9925485968005758,0.9929637937875161,0.9943762062628335,0.9951840753645232,0,154.75257274789752,72.223453119606
176,0.9830056076448209,0.9847513142688417,0.9838150023102913,0.9840427196319835,0,170.41262437390162,99.53488666185457
125,0.9990421700718207,0.9984009066801451,0.9987339825398892,0.9992599081374518,0,146.26503212868116,56.22617021327432
49,0.9837240636120242,0.9788267373643638,0.9809232458049036,0.9765960340568043,0,44.168599290284455,22.385158693485955
195,0.9953510212340856,0.996191119248098,0.9968662646270786,0.995858382065425,0,246.26337640577623,112.43535628908076
84,0.9966884363046317,0.9980715804743633,0.9975609279187716,0.9967487055246427,0,91.6650389702798,46.59374450742799
102,0.9962807618843271,0.9970890368175118,0.9960559244897599,0.9965862317130801,0,105.898213011347,55.05720519716208
125,0.9881231367277648,0.9903520875468693,0.9880252585430795,0.9898141765767147,0,145.45315471632384,61.29856661789227
49,0.9795625855101716,0.9815263757242919,0.9802099549331078,0.9822493289793353,0,70.66748315806163,42.52960042562781
99,0.9951507932559649,0.994576529023212,0.9931726699459247,0.9946749852993908,0,99.54843756515871,51.358057539494844
52,0.9850284868792344,0.9814920234014993,0.9839596893817328,0.9822031168975677,0,72.71415307368105,43.18576769753373
47,0.9989147448921701,0.9995195629628972,0.9988516166562836,0.9994274954430783,0,135.17028404427302,57.63641860256869
63,0.9869996580632644,0.9848533022825714,0.9864597144230355,0.9868641100454408,0,77.32016222877552,38.74198253346961
43,0.9934521295638479,0.9919002736460363,0.9928449424692494,0.9963263504275139,0,96.6620284084314,39.56534596238579
137,0.9984624230159312,0.9989896957755695,0.9996044913697096,0.9992282995726569,0,145.90358498451343,71.49563850523971
99,0.9964451063981962,0.9966713642014691,0.9990236947612461,0.9968212927283087,0,157.50373670125387,49.58653456649957
140,0.9873736846189309,0.9877989429578112,0.9864201911974522,0.9903838086877509,0,80.96086025014446,63.33614595897666
111,0.9957641657808481,0.9964296982493863,0.9955573787757915,0.996220519919389,0,109.40402654298325,82.4955164966207
79,0.9925105551443092,0.991192730888851,0.9913519035281945,0.9912351729197572,0,149.05495757028396,75.14262729969195
209,0.9967480319279864,0.9979772275169424,0.9968932976111808,0.998227152105933,0,264.0962780701737,117.58982093134574
72,0.9948666730968867,0.9902448325941327,0.9925034403315067,0.9934840717946272,0,79.38318146754706,41.66738039066518
65,0.9688089087204609,0.966764735876236,0.9650586218271096,0.9662050389237694,0,68.14366864469761,39.78681261256215
125,0.9949892204638953,0.9956350002502635,0.9948720972936468,0.995801589491371,0,145.16486182075556,84.3475318389197
71,0.9825456763124278,0.9838741313884458,0.9838279068911122,0.9813552470421182,0,59.86265329882669,41.492173436220796
114,0.9810696876050584,0.9827684783192657,0.9834178952139139,0.9798818474162067,0,102.20375971690055,71.01149716428338
113,0.9800758804930249,0.975756183605598,0.9781136237212434,0.9788502554986227,0,80.65320695706572,69.02165867998374
156,0.9949774976386881,0.995551971658216,0.995286419623252,0.9944159318820622,0,128.4723208966115,93.21232776045663
141,0.9971748332743602,0.9978685273906274,0.9973892680343606,0.9993299154431253,0,155.60681824247288,85.30417106844902
134,0.9919628864248955,0.9925999177223884,0.9926305106591935,0.9920498127940642,0,97.07596842781153,66.98098809841824
109,0.9848275041161444,0.9820935482095734,0.9828165581603518,0.982910556448796,0,92.39692070283758,67.95222695255057
76,0.9707103447731777,0.9726558343043525,0.9726931284767685,0.9729127361470912,0,58.33007776681446,34.970139072525804
15,0.9934135989646775,0.9896682487833286,0.9920662433323819,0.9916126784662154,0,75.1757865654082,41.90881539836527
84,0.989283722954439,0.9886075240797813,0.9886573638291882,0.9861312460867359,0,119.37379413792615,73.49859461138935
145,0.9963749417291714,0.9962040362202772,0.9984804769948112,0.9952400643419456,0,152.54916192411275,64.15801581002864
175,0.9926125648484538,0.9929076718367451,0.9951808323417177,0.9932753399178526,0,232.230450343778,103.42315296838959
131,0.9977112472313574,0.9981588530178594,0.9967546383924484,0.9973702604973694,0,140.95213412543444,81.7719275185003
64,0.9956892918283408,0.9937264907084167,0.9938415932245558,0.9963406337911005,0,98.13025419093361,39.46383765940911
136,0.9971608523044065,0.9966994341434428,0.9981563279671385,0.9968682160291746,0,109.23468251548552,64.78862095192291
110,0.9942100079442953,0.9939556835240375,0.9944360238298943,0.9952683020101083,0,60.60415936857248,34.34227224358678
77,0.953571146530485,0.9561849771581036,0.951983221043393,0.9486004729325636,0,34.47439746836683,27.941188414131954
119,0.9835355480871758,0.9850312919734832,0.9888534525834414,0.9847156912166304,0,122.48291038742222,67.72604562511607
87,0.9891288805198701,0.9917037698195738,0.9920561032017762,0.9916991143194563,0,89.21301509365463,51.38977377754481
137,0.9844382662310569,0.9837331979377588,0.9844547273397118,0.9866798018132904,0,161.04478039478462,96.1336743529744
12,0.9618283620895951,0.9639206029216857,0.9669927202164554,0.9634146208993841,0,48.965669484944854,41.599766279235425
92,0.9949377723211723,0.995318226198053,0.9954922586945059,0.9932942780340723,0,109.27642977125193,38.653379793054846
75,0.9965175959406232,0.9959821829526838,0.9965058941102252,0.9951698522375576,0,101.30783616195579,49.78957713407709
143,0.9961785279725751,0.996516403128306,0.9956640993403404,0.995129411515426,0,187.8508977582892,82.77415211808494
35,0.9789482765913905,0.9770572561638373,0.9754190746258883,0.9749133784610136,0,48.19049604761193,26.290210047531286
100,0.9917525806301217,0.9901227031254288,0.9896854554303262,0.9921284030689778,0,79.12503998796589,48.628772030415554
63,0.9873591398737291,0.9875058015568756,0.9879142111865945,0.9881297846967427,0,83.6692609491936,55.27911248801567
108,0.9828610449191336,0.9843475991247602,0.9868102373574474,0.9818710008790277,0,161.21809595194836,85.78304309332691
110,0.9904561876136233,0.9908108739588608,0.9915132873837244,0.9894705426729703,0,107.3904461691652,64.53874638414928
103,0.9898417505420253,0.9897367778769418,0.9912837942454221,0.9897423515437324,0,142.84183692482011,84.70629567332935
177,0.9937254661048986,0.9922076890875043,0.9940876276988933,0.9929519030498084,0,214.45203808103497,120.98479029304308
122,0.9993345165047618,0.9995167520246668,0.999407634390069,0.9993779100432272,0,188.280260485224,70.94605852268899
146,0.9985420712308931,0.9982970483396617,0.9989383601042131,0.998626214735575,0,215.71136070540825,91.4996733488774
10,0.9844601603114533,0.9854349437470952,0.9881376131581059,0.9875889313837072,0,61.7304836364978,34.182631881280926
147,0.9986818460840701,0.9994587973727159,0.9988733138069978,0.9986592131829111,0,144.2916879978522,84.71427010111812
189,0.9980907234864747,0.9982087772959755,0.9981084203762888,0.9971595079528551,0,216.91158562249984,99.37373542914129
170,0.9919193554011341,0.9929872550833263,0.9932440073302913,0.9974416941997534,0,123.55080069288806,91.9831801805871
73,0.977295496008444,0.9786645480419984,0.9802574574394128,0.9805010675422596,0,79.68927095271466,54.05250383922902
166,0.9971008955957248,0.9947088887332384,0.9962358559521223,0.9965031155219473,0,160.43089179214698,88.34560388827224
6,0.9953484732580973,0.9953254307081394,0.9955095017044987,0.9950512855977122,0,82.45706040294858,40.56346875374706
12,0.9929908565901449,0.9936599847547893,0.9959338127995947,0.9931029789206639,0,83.89641922519753,39.65713034013242
