uncompleted_cases,Resource 1,Resource 2,Resource 3,Resource 4,Resource 5,Resource 6,Resource 7,Resource 8,Resource 9,Resource 10,Resource 11,Resource 12,total_reward,mean_cycle_time,std_cycle_time
78,0.7414611932594605,0.7553790484475514,0.9302563695178188,0.9363931565661177,0.9335899097276986,0.9153630441202033,0.8458673630307987,0.8433615473955217,0.43851817769955415,0.7928796819785588,0.8476941969534608,0.8404382596466329,0,118.1630362136617,39.16268488444167
45,0.702338244216397,0.7191548383189672,0.8963700160241904,0.9065906973737099,0.9044350347991287,0.8777867116381425,0.8339231721433238,0.8234829443561678,0.4394284179296257,0.8101876754485716,0.8144351332499247,0.8155859536913569,0,101.06997556208154,63.32793316759826
43,0.685186336005664,0.690469614244143,0.852485912114617,0.8700605395112192,0.8995704249712991,0.8675462481240632,0.7937114225216749,0.7885035697748041,0.3811855261397424,0.7520837383254743,0.7976347555566995,0.8036160626510171,0,85.75196067588669,46.6095579674306
89,0.7198407558297945,0.7358197922168759,0.9182338225219111,0.9214650499229244,0.9392760604860306,0.9218746273457369,0.834904510187471,0.8210113223384585,0.4297529945813957,0.8185590085742698,0.8227720025305071,0.8218580462267766,0,97.15028599760691,32.928376570639884
75,0.6959585990474866,0.7056117420062961,0.8595105084922124,0.8839782178698764,0.878391452062578,0.8411893599213482,0.830844171692611,0.8284191689169847,0.40407669978184896,0.7629021501492399,0.810728317009404,0.805672084345779,0,78.07401096183364,43.52630792639837
47,0.6962278689662292,0.7176939418735413,0.8954364510888121,0.8882865214193069,0.9021520624288074,0.8707542074547396,0.796668208988234,0.789762653724999,0.4159340560384175,0.7747450057032588,0.8033668381182384,0.8133722847232935,0,73.54950088989507,36.87025119941522
30,0.7365446369374588,0.7370149974266479,0.9295968298550664,0.9320823584697553,0.9426962412544423,0.9244974876861383,0.8537002011488194,0.8586467060777604,0.43606781835112335,0.819419742920202,0.8502211571132074,0.8529263809378479,0,120.79762146116802,49.748001246980046
54,0.7029363483136739,0.7274978432247938,0.916925805630771,0.917061599220009,0.9413463833934942,0.9193367812010179,0.8441113757282755,0.8420489412914851,0.4268729035574224,0.8024926365777576,0.835532753524338,0.8429586866826525,0,102.9831529426908,37.68445731313553
16,0.6748694438611402,0.7061463529040094,0.8949125110339635,0.9045763773857048,0.9173769285100405,0.8999308810356171,0.829703487028522,0.8220118931675318,0.40843890567478675,0.7856785606361865,0.8342247907579465,0.8336817571171429,0,94.44829719788757,37.72535467151556
34,0.7221060923364182,0.7412614291153847,0.8642760131417816,0.8856730161292741,0.9191477339356785,0.8950669977646376,0.8353054318044404,0.8312654615526056,0.40340341050416023,0.7803158339822709,0.8234515744499235,0.8222438120321963,0,84.48229400457842,29.40193536495457
