uncompleted_cases,Resource 9,Resource 10,total_reward,mean_cycle_time,std_cycle_time
4,0.5537495250337122,0.7547333262474537,0,6.382235306700741,5.580427951970889
3,0.5283440796137542,0.7239262543701511,0,6.7477962692215545,6.431999893043946
4,0.5589450362584067,0.7492558214257047,0,7.502101672104362,7.118441011430343
2,0.5893038045548421,0.7770407154303774,0,8.212157230882259,8.456903140318515
4,0.5006461281535124,0.7623609090372453,0,6.551354865977919,6.2652418234213005
4,0.619145922659077,0.7835412752451831,0,8.35584433899254,8.826416693247575
6,0.48126389098230277,0.7330533503224965,0,6.275973301563023,6.515670520229092
0,0.5474364320321291,0.7666663404305921,0,7.533733308048482,7.520609348933783
0,0.5823277615678614,0.7759370470440227,0,7.928137613273017,8.184373321671977
2,0.5439638431520274,0.7561438440713653,0,7.350896156297655,7.217436051177078
2,0.5497466346639114,0.7508500201342412,0,7.664141356777818,8.031708002260979
9,0.5309900182099133,0.7533016621715929,0,7.583215910750303,8.116390185123512
5,0.5007432195527989,0.7274579601451722,0,5.641622831972317,5.3881385123852485
3,0.5091859585084513,0.7529383396711575,0,6.807310487393685,6.932713491821838
4,0.5706488015163741,0.7518858646304254,0,7.718384346023435,9.355803682271079
0,0.5169082191561765,0.7330537033544233,0,6.106638097906215,5.6536713603559585
5,0.5254108682121597,0.7419277269594399,0,6.2420148101699136,5.810516147087194
11,0.5110564627620485,0.7405442505173614,0,7.189997018542089,7.780487046455347
7,0.5353358497352575,0.743299876844286,0,7.040814611909287,6.810972032589264
1,0.5055404385876964,0.747276199843872,0,6.223133348288604,6.077188892595673
8,0.4954352063392508,0.7221797287418769,0,6.695401552585556,6.4607936926186476
0,0.5499127290806112,0.7580573476564091,0,7.338847613425241,7.594687782755697
3,0.5561029374861073,0.7714901694165336,0,6.603966156790039,6.180444429967914
8,0.49289891283425386,0.7584530130787609,0,6.642156256815507,6.550086411994806
2,0.5235396156184703,0.7555802469565666,0,6.862509984488622,6.821005822811183
7,0.5436107318182044,0.7565520640434928,0,6.501636032746932,5.9491561725469
1,0.5076030194109277,0.749818087033583,0,6.550757207006158,6.922267262228994
2,0.522620167942174,0.7376285463156623,0,6.275679797896533,6.359031026841183
2,0.5556088462061588,0.7570803050401416,0,7.558224643026887,6.814578113222224
3,0.5388043144790068,0.7374386329934465,0,6.5146416437337775,5.826440016143053
3,0.4968154020406186,0.7523851126042674,0,6.204802140365948,5.779642327311066
2,0.5425814863715409,0.7333689756398875,0,6.280222303168845,5.721959499632717
2,0.5134039569640303,0.7191242902451827,0,5.553466772376359,4.791475382983569
4,0.5902375493576496,0.7750488380330401,0,7.574645478703126,6.848237042564291
3,0.5205419389197524,0.7364142665680524,0,6.552311010677305,6.571776254130564
12,0.5540050129397162,0.7437376128002511,0,6.118547059506978,5.6939321537873715
5,0.5533804241559906,0.7404600048765451,0,6.575881584334689,5.674682912870962
0,0.5732005537896583,0.7594711580868406,0,7.122805290351209,6.288590167064278
