uncompleted_cases,Resource 5,Resource 6,total_reward,mean_cycle_time,std_cycle_time
16,0.9411834888949583,0.9417947572718262,0,33.99353509170735,24.090797885068916
39,0.9888072420239395,0.9840032303700141,0,76.01614012670125,39.235309468250755
22,0.9841890974995892,0.9844290982458449,0,68.60314487637193,33.271628641028215
48,0.9474948805653497,0.9401711250382035,0,45.44088509779169,30.542745514542165
67,0.9686625707440444,0.9638739523903774,0,80.1993098415496,53.776876862088216
117,0.9788802104440425,0.9801896595587967,0,74.171205553144,53.655555654459874
88,0.9940137503147182,0.9865885021496089,0,103.25159266985727,70.89452867037522
3,0.9669712563896972,0.9590741774595379,0,48.09359689993922,27.287867193521546
123,0.9934387522303599,0.9899837345877935,0,142.03053387654214,72.01796397520236
66,0.9882650304123337,0.9713786491242985,0,75.71189363511932,59.3678121902126
60,0.9784146398701103,0.9708143665646932,0,50.0696370906836,31.8487133855524
19,0.9433208368806497,0.9445136767896364,0,39.683703964868805,26.733113825089283
59,0.9881840384294499,0.9768046193123113,0,68.80972156168976,42.98379791188073
38,0.9581919880935266,0.9491826157961132,0,46.43182438782293,32.58512968495933
24,0.9445236804955836,0.9342486306229401,0,30.981715521256078,18.659416908308604
56,0.9873619208650724,0.9905276376226541,0,130.1274778262076,48.84238858418433
12,0.9658136158633243,0.959491048164417,0,41.945970773684905,24.669678045942792
83,0.9935543183953203,0.9929416481731647,0,116.85776125938841,50.12305227069104
34,0.9768586388368201,0.972040660358809,0,65.85706394043285,31.1621625632698
5,0.9573206034686061,0.9437890179572125,0,28.635123745327345,18.05699318792425
54,0.9823871156742483,0.9751338209827874,0,94.69619186232308,60.888464878491085
34,0.9678747951619429,0.9685908502999715,0,42.87391543929875,21.06765943258633
19,0.9603466718300351,0.9554915537309784,0,48.34458978861385,36.26077264337159
32,0.9530841311001683,0.9553055774250151,0,36.79345926282282,25.164956295599907
17,0.9766758983951805,0.9640260625185787,0,45.102220967478466,24.645868850548162
8,0.9501261558217248,0.9321857238349428,0,31.156220445354005,17.685804718111445
18,0.9993011931542168,0.9964586976056876,0,105.95879953402857,47.25280065284343
7,0.9608129959335554,0.9554102865268375,0,49.352909248813255,32.43412947725692
12,0.9875479598885628,0.9654309900746275,0,58.07242837008153,37.632826539693426
140,0.9912380368535192,0.9878504358641507,0,168.4560557027382,74.72723798056076
3,0.9648910945646294,0.950250964909373,0,36.11911892148394,20.177962222981286
110,0.9919625246266567,0.9784226118914363,0,98.5037073060999,51.387060345627596
24,0.9613619417019394,0.9460436169981292,0,37.616877608178164,22.780617671119053
13,0.947152300749402,0.9305853755490875,0,35.911115749832405,24.042332276479073
66,0.964137814712275,0.9502565759244226,0,64.74294179577652,49.9470989490093
9,0.9660787383496631,0.9614643120627209,0,50.612426588043654,32.20175227681923
14,0.9704964090512515,0.9614553589567099,0,44.69723858479231,35.75789815556117
15,0.9763156740410192,0.9592054203603506,0,45.78213086217352,28.971302923676156
31,0.9291252591462585,0.915509424916601,0,29.34201936554676,19.741903308222017
41,0.9534267644448678,0.9418587109230792,0,32.18531112669858,17.666265393893074
20,0.9846145270453717,0.9848909477143132,0,59.138630939306026,24.52786393069935
3,0.9472728725246996,0.9390471834277653,0,27.831160500409048,16.86536361758272
25,0.9339138479480402,0.9277794492812631,0,30.701450320281488,19.70052406669636
72,0.9813720073668032,0.9791473907869518,0,71.57839567958383,53.87437135013721
