uncompleted_cases,Resource 9,Resource 10,total_reward,mean_cycle_time,std_cycle_time
0,0.5345561249444143,0.7651511842158338,0,5.936599347205249,5.466531597404047
2,0.5007002982354771,0.7609343470416209,0,6.452476475877,6.640365211890052
0,0.5247757794762482,0.7386040862132967,0,5.609536082394531,5.4887658402181305
1,0.5290830048555348,0.7640647926078831,0,6.283965690211819,6.369933341544399
5,0.5304986681836775,0.7808319345083514,0,6.761475906163311,6.720553658668233
0,0.5317211384397607,0.7636139200165382,0,5.701653054697957,5.226116486835951
5,0.4807961979509645,0.7498987375412244,0,5.265290837182603,4.8186816034675966
0,0.5507490262081624,0.7802223138558468,0,6.296434591902964,5.4105248282643545
3,0.46215442839988263,0.6939524050822099,0,4.97950504849964,4.468793704757505
6,0.4720175013480141,0.7308658879628359,0,5.162503992646757,4.529315367333459
5,0.5135951643619111,0.7311947737670783,0,5.431464476293819,5.272923212829617
1,0.5568646128008635,0.774021924290819,0,6.089600120959306,5.200144792709039
6,0.5139713139302703,0.7701748509440035,0,6.820014675169953,6.8127653867592795
2,0.5033937438465051,0.7552918871219194,0,5.880730511952132,5.445810925530478
6,0.5218250890631471,0.7424329384239686,0,5.8968631236542315,5.723558056684143
6,0.48866419490265145,0.7612548710494075,0,6.3206062192270664,5.972361774090917
2,0.4910121084720618,0.7202986610197918,0,5.259963701376231,5.468960272340146
0,0.5444651550340902,0.7372700786595291,0,6.0427333333844695,5.6898749579343955
6,0.507393194326106,0.7468510303628972,0,6.066125237195197,6.767775951690382
1,0.5047504581235772,0.7614469008180129,0,6.330001770365067,6.195558927783175
4,0.5250321737320099,0.7661176767797683,0,6.147782986340761,5.723079470742112
4,0.5147360447257648,0.7693728868314789,0,6.257039919278817,6.077770326715181
1,0.4970783670738371,0.7323338559731253,0,5.379939767480506,5.104616443644809
4,0.5186366650452112,0.7645835558573537,0,5.7992744281375375,5.414546889003108
3,0.5007853138570161,0.7723451605677348,0,6.188637326910259,5.692375691086089
1,0.4943301435954463,0.7342735305403938,0,5.7101000469716094,5.802337812206999
