uncompleted_cases,Resource 1,Resource 2,Resource 3,Resource 4,Resource 5,Resource 6,Resource 7,Resource 8,Resource 9,Resource 10,Resource 11,Resource 12,total_reward,mean_cycle_time,std_cycle_time
5,0.7464821741914115,0.750501342870305,0.8939760743674958,0.9057392092289114,0.8905982241236031,0.8484080479038035,0.829328292887714,0.8130975284607018,0.4664459902177909,0.7633047875440587,0.8604206448080962,0.844903675599534,0,22.550095172876425,13.620705623510629
19,0.7219673513220596,0.6946432933277242,0.8819113927549819,0.8790678591189066,0.8507428622353573,0.8103597981500159,0.8071545180743726,0.7887734668963413,0.4806363382631662,0.7581518795907201,0.8204901875843034,0.8130594954438518,0,17.76712382974182,10.158033179836396
5,0.765897450351622,0.760838617153014,0.9508685135923505,0.9484502753444649,0.910351303701709,0.8851544334523104,0.8446808169850035,0.8358651718254995,0.4887674651811236,0.7883202299608139,0.8822817411004755,0.8697327797697977,0,23.400705049814977,12.268973024915697
2,0.746257747233793,0.7285252451837112,0.9207939911522109,0.9269126750341246,0.8694040768788968,0.8410122080241197,0.8419983077858706,0.8290453747933411,0.480136405805427,0.7500929688819853,0.8300436652558314,0.8246946572998948,0,21.192613020537184,12.781175751965854
12,0.7331583248253539,0.7334742534071246,0.8942955275010932,0.8914878757209994,0.8700613842822755,0.8386342053141663,0.8360020848198132,0.8058342862218252,0.47645375970091625,0.7502841547033829,0.8394537466222071,0.824626942730275,0,18.410800079062113,10.05524464965353
3,0.7250119843772274,0.7270442966974117,0.8911568762895314,0.902546168380512,0.8498582824291785,0.8253785661863084,0.8080992442977046,0.7965375845652195,0.4556463762479957,0.7563439480458959,0.8121803698036275,0.80225294403545,0,17.87347749760644,10.877033384661035
6,0.7385144196182868,0.7424132426114376,0.884916900765274,0.8917202349462641,0.8802153305320124,0.8407443843777012,0.8220335242827123,0.8091035340528676,0.44007356105549433,0.7464479602563643,0.851616180783414,0.844304166696984,0,18.120622240697635,10.931530636066867
15,0.7660423054832134,0.760343829247905,0.9255006044030066,0.9354156051638806,0.9026710751196004,0.8735657396668998,0.8551624818155645,0.8486914561495882,0.5102798788350402,0.7761548164682149,0.8401727684244875,0.837281124763927,0,25.169124840971058,16.265700463817513
27,0.7780447033276069,0.7684316391078025,0.9209641213765406,0.9280219356067919,0.8966527724612698,0.8708996200912519,0.8762359358633482,0.8683109875229382,0.4767330864102685,0.7647683768585334,0.8789739970935668,0.8587812949472825,0,22.893721678062608,13.221000674569924
19,0.7598984451414814,0.753593910197859,0.9083651382609796,0.9150918175328585,0.9235253200808368,0.90032452675977,0.8515006820770387,0.8438424083500371,0.49398392991735784,0.7697708640425646,0.8609005915854782,0.8591255351279741,0,23.87872577892483,12.252163014766568
6,0.749179627279332,0.733084759792533,0.923969904115992,0.9301569042496877,0.8918060466141551,0.861893896685502,0.8333977275561352,0.8305634986446203,0.4678380470953302,0.7734866480403577,0.8344226343072892,0.840465108801648,0,25.507913924028614,15.49035344866292
6,0.7372202537393677,0.7212617344008058,0.8901513546862784,0.8949989309194675,0.8755529755693686,0.8474122596454617,0.8202837731962751,0.8105198081929957,0.44589799751883785,0.7622247984710722,0.834520978492281,0.8235834370178807,0,21.016915488041935,16.17749412769011
13,0.7727966868755783,0.7679070374976967,0.9246681341768362,0.9255287221014247,0.8899294669152937,0.8459911412329965,0.8703212700724587,0.8565475165351736,0.492624339578489,0.7723623664123881,0.8354897537728946,0.8396890627475782,0,22.552662521773886,12.668583840886251
3,0.7604709789758479,0.7462552840134538,0.9273259548919875,0.9297178619708697,0.8788214222505684,0.8331129334586047,0.8482503337220086,0.8381346884631792,0.4808443006668314,0.7794697845769651,0.8565449124782939,0.8481269297323992,0,20.029730183358307,10.367223195730338
7,0.7784900481222791,0.7652921693086371,0.9266786727124782,0.9271523078641914,0.8777929478394022,0.8490736856475501,0.8499076409280557,0.8438367211014838,0.5009751669928961,0.7685439122269258,0.8622567459808311,0.8608156120445154,0,25.209737000431165,16.90005016131146
14,0.7504354959587859,0.7518986372373704,0.9245145931290603,0.9313784795378888,0.8865807291992726,0.8424923447587831,0.8370524839421101,0.8152865846182226,0.4974337997626287,0.7776926187710784,0.8348304967771092,0.8218695728679448,0,20.418967015699774,11.459141358099535
10,0.7452570948846174,0.7314985586217642,0.9289271734471444,0.9380959391313248,0.9004503287389992,0.8651056304132518,0.8487310435954248,0.837902590903088,0.49043733509758786,0.7731232449309274,0.849674922009056,0.8424726357229607,0,20.856281585709077,10.775726440274676
5,0.7636074132933992,0.7529224127048064,0.9198540706947064,0.9154339855962311,0.9000581208945854,0.8693328476370418,0.8638337461857073,0.8556635814980503,0.4620296849511165,0.7747498028248291,0.8301590463801763,0.8258519658318745,0,20.089998218777954,10.91771996816235
48,0.7765425788903573,0.7652587316206783,0.9297782258639545,0.9358099572700356,0.8963380197000713,0.87326137499918,0.8675700227255593,0.8521793905982198,0.5204458625723375,0.7840247637074924,0.8687506637665842,0.8744566063328172,0,27.017234231382023,18.003027094283144
1,0.7603973865538771,0.7645208612902467,0.9456164071095043,0.9412539067927027,0.9217099035300663,0.8966007633697239,0.8660330430545596,0.8482830594824842,0.5183366574802883,0.7874448021512471,0.8553093183056584,0.8472536512061611,0,25.32201680548911,14.24428835160022
8,0.7726004303980428,0.7605439358136891,0.9455029578073778,0.941682878463839,0.9044834022204589,0.8961688753519522,0.8816960286591037,0.8707474471036989,0.5056766964305238,0.7684721889565681,0.8343125322576594,0.8260283869232231,0,21.12317308798528,12.707494096812738
5,0.7654245194649216,0.7616256376903164,0.9030770250207768,0.9055779909494642,0.8842925946810172,0.8549911008171693,0.8581247007693619,0.8445964528532462,0.48239591254649966,0.7772082995953199,0.8395002626899146,0.8354583054846316,0,20.880966521872953,12.756339469850298
10,0.7690290294015238,0.7600216342915511,0.9227866065139809,0.9280480034874401,0.8834075838956548,0.8600425710674188,0.8390438922454255,0.8314707320595804,0.45853648483216813,0.7624108213915132,0.8415192601839632,0.8423341973657019,0,18.691934731103053,9.713512471001282
12,0.7858165139809624,0.7758883549744013,0.9467044191328489,0.945486959925532,0.9262880890669467,0.9084454078582365,0.8875825789598484,0.8891816739657074,0.5054743362675798,0.7938138896042645,0.8695135545093895,0.8623375511961984,0,26.355067503278942,15.5165805027009
50,0.7778255515936844,0.7763874803657491,0.9257688711698833,0.9359568225099736,0.9042901017581416,0.8892034644839824,0.8573807396867098,0.8479913910905985,0.5135351305917828,0.7791831724778463,0.8394686028225553,0.836257252755027,0,23.726278314923157,15.868176778009017
11,0.7754433749312059,0.7681163215403802,0.9338184802504799,0.9372279849896027,0.9129804459995514,0.8852115437436135,0.8628694840839346,0.8570666992803619,0.47276606766197055,0.7930295291903005,0.8745384809875071,0.8619222228895702,0,31.658849227076598,18.61853907351205
2,0.7478990414333114,0.753464751067555,0.8690967549084609,0.8713242451074968,0.8843249900966188,0.8420851467942597,0.8395927421542073,0.8306278789416172,0.48837170987060263,0.7472158839947854,0.8135595076230528,0.8068722312135719,0,17.65529036869799,10.078841037202018
14,0.7414282087309572,0.7305991728581418,0.9110337770676701,0.9134021816179034,0.8714104860568659,0.8293314968741932,0.8545657507486861,0.8429932185844431,0.4660285439879979,0.7705944978373391,0.8500186726506228,0.8447251157012091,0,19.85941599232892,11.54041611526383
10,0.7342944982303964,0.7326396031001506,0.863580020950518,0.8669807077722271,0.8616514151287286,0.8087773495516712,0.7830528509357425,0.7687334161577372,0.48769729188365135,0.7509425081234213,0.8113062480023573,0.7959403286749039,0,16.59479525513885,10.00401885815106
26,0.7924634929110763,0.7774945417979189,0.9375369976272443,0.942755753310991,0.9024244311769509,0.8757160683830695,0.866805459364034,0.8533823751020229,0.4798084953742633,0.778460206679395,0.8345296189563433,0.8324101570644581,0,24.618359375547403,14.729259195398
3,0.742595138420043,0.7490548493628343,0.9212127184893614,0.920509467247949,0.8828126887763774,0.8508370159582995,0.846029078233903,0.8384323392357758,0.49206425382535046,0.7857031911272269,0.8313849828953136,0.8197525458330207,0,18.046870614094438,8.002110345046132
6,0.7713525277790378,0.7683412148501412,0.911335815564257,0.9205699565481086,0.9033291423788005,0.8659695909425656,0.8513089412627747,0.8463590051053569,0.47083805787362787,0.7521146531880787,0.8508326007783442,0.8512965811942064,0,23.86821793437371,14.98848743387866
12,0.77326668392099,0.7565218111514482,0.9446691137746959,0.9484733559021541,0.907818624265029,0.8884327430421683,0.8582085872878943,0.8552704424819272,0.49285453556480496,0.8103529580201776,0.8741501743193257,0.8678054100031207,0,22.99186439126793,12.320905062046398
21,0.7744330864489747,0.754259926598393,0.9343149902323735,0.9394046859151515,0.903504445821423,0.8729589528314263,0.9024300642195285,0.8944029255784549,0.49777260793858186,0.7587593390983849,0.8757115231428266,0.8742994844974881,0,23.25556805164927,12.478290109084291
9,0.7227362459979281,0.7173187685282741,0.8765967264109539,0.8865868270802508,0.868574794080739,0.8444051965518734,0.8118424452840093,0.8004731390904712,0.45109917096535174,0.7362614168183576,0.8403183349603099,0.8195916751090312,0,17.16564104151394,10.186355264081255
7,0.7494022462654141,0.7473474992083122,0.9047168640938111,0.9077433872498872,0.8998867411211461,0.8695502070345951,0.8422274481038021,0.8318221262201976,0.48537904522230346,0.7655257930763149,0.8549107091304324,0.8398234324259324,0,20.223670239538453,10.49062594572061
15,0.7144163307440009,0.7137587212771982,0.8745346410647491,0.8676220582887554,0.8555160627309553,0.8125090579761182,0.8088827332517812,0.7971652503356044,0.45335473648919233,0.765348374949622,0.7980392893426707,0.7870513575251493,0,18.030668650441942,12.357291297339954
